scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Notopteris neocaledonica,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neocaledonica,CHIROPTERA,0.0,1.0,0.0,Notopteris,0.0,0.0,0.0,0.0,0.0,Herbivore,Notopteris neocaledonica,68.17,,100.0,,,,,,,0.995,,,,,,,,,,,,,0.0,0.0,100.0,,,,,,,,,,,,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,,,,,Australasian,2.0,Mammalia,-999.0,New Caledonia Long-tailed Fruit Bat,0.995,-999.0,68.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Notopteris,-999.0,neocaledonica,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,40.0,65.14,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,0.0,0.0,0.0,1.0,0.0,3816.0,D1,"Ref_2, Ref_3",60.0,0.0,Ref_2
Notopteris macdonaldi,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,macdonaldi,CHIROPTERA,1.0,1.0,0.0,Notopteris,0.0,0.0,0.0,0.0,0.0,Herbivore,Notopteris macdonaldi,68.17,1.453,100.0,66.0,,,,,,0.99,,,,,,,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,2.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1100.0,0.0,1100.0,1.0,,0.0,0.0,"Australasian, Oceanian",2.0,Mammalia,-999.0,Fijian Long-tailed Fruit Bat,0.99,-999.0,68.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Notopteris,-999.0,macdonaldi,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,40.0,65.14,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3817.0,ABC,Ref_117,60.0,0.0,Ref_1
Nyctimene malaitensis,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,malaitensis,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene malaitensis,78.39,,119.69,65.1,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Malaita Tube-nosed Fruit Bat,-999.0,-999.0,78.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.969,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,malaitensis,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,75.39,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3818.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene masalai,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,masalai,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene masalai,30.425,,82.32,66.67,,228.3,,,,0.99,2.0,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,1.0,,0.0,0.0,Australasian,,Mammalia,-999.0,Demonic Tube-nosed Fruit Bat,0.99,2.0,30.425,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.232,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,228.3,masalai,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,52.3,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3819.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene minutus,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,minutus,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene minutus,21.31,,,52.57,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,900.0,700.0,200.0,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Lesser Tube-nosed Fruit Bat,-999.0,-999.0,21.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,minutus,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,45.56,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,2.0,0.0,0.0,1.0,0.0,3820.0,ABC,Ref_178,0.0,0.0,Ref_1
Nyctimene rabori,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,rabori,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene rabori,68.25,,,77.0,,295.82,365.0,138.16,,1.0,1.0,,,105.0,,,,30.0,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1300.0,0.0,1300.0,1.0,,0.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Philippine Tube-nosed Fruit Bat,1.0,1.0,68.25,-999.0,138.16,105.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.25,Nyctimene,243.52,rabori,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,67.5,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3821.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene sanctacrucis,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,sanctacrucis,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene sanctacrucis,59.25,,,75.12,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,,,,,Australasian,,Mammalia,-999.0,Nendo Tube-nosed Fruit Bat,-999.0,-999.0,59.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,sanctacrucis,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,51.64,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,0.0,0.0,0.0,1.0,0.0,3822.0,ABC,"Ref_2, Ref_3",0.0,0.0,Ref_1
Nyctimene draconilla,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,draconilla,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene draconilla,30.05,,96.16,49.99,,228.3,,,,0.99,2.0,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,100.0,0.0,100.0,1.0,,0.0,0.0,Australasian,2.0,Mammalia,-999.0,Dragon Tube-nosed Fruit Bat,0.99,2.0,30.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.616,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,228.3,draconilla,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,29.0,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3823.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene vizcaccia,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,vizcaccia,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene vizcaccia,30.9,0.988,93.93,58.07,,228.3,,,,0.98,2.0,,,,,,,,,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1800.0,0.0,1800.0,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Umboi Tube-nosed Fruit Bat,0.98,2.0,30.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.393,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,228.3,vizcaccia,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,40.0,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3824.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene robinsoni,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,robinsoni,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene robinsoni,48.83,1.231,,65.36,,,,98.93,,0.995,1.0,,,121.76,,,,,,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,0.0,,0.0,0.0,Australasian,2.0,Mammalia,-999.0,Queensland Tube-nosed Fruit Bat,0.995,1.0,48.83,-999.0,98.93,121.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,robinsoni,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,49.48,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3825.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene keasti,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,keasti,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene keasti,29.95,,82.32,,,228.3,,,,0.99,2.0,,,,,,,,,,,,0.0,0.0,100.0,,,,,,,,,,,,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1000.0,0.0,1000.0,,,,,Australasian,2.0,Mammalia,-999.0,Keast's Tube-nosed Fruit Bat,0.99,2.0,29.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.232,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,228.3,keasti,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,51.64,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,0.0,0.0,0.0,1.0,0.0,3826.0,D1,"Ref_2, Ref_3",0.0,0.0,Ref_2
Nyctimene cyclotis,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,cyclotis,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene cyclotis,44.615,,,54.23,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,1.0,,0.0,0.0,Australasian,2.0,Mammalia,-999.0,Round-eared Tube-nosed Fruit Bat,-999.0,-999.0,44.615,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,cyclotis,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,48.0,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3827.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene certans,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,certans,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene certans,43.24,,86.36,60.71,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,2800.0,800.0,2000.0,1.0,,0.0,0.0,Australasian,2.0,Mammalia,-999.0,Mountain Tube-nosed Fruit Bat,-999.0,-999.0,43.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.636,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,certans,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,42.1,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3828.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene cephalotes,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,cephalotes,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene cephalotes,44.92,,94.7,65.03,,,,,,0.98,,,,,,,,,,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Pallas's Tube-nosed Fruit Bat,0.98,-999.0,44.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.47,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,cephalotes,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,44.47,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3829.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene albiventer,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,albiventer,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene albiventer,29.95,0.825,82.32,54.78,,228.3,,,,0.99,2.0,,,,,,,,1.0,2.0,,1.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1900.0,0.0,1900.0,0.0,,1.0,0.0,Australasian,1.0,Mammalia,-999.0,Common Tube-nosed Fruit Bat,0.99,2.0,29.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.232,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,228.3,albiventer,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,29.88,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3830.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene aello,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,aello,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene aello,85.26,,121.55,82.74,,,,,,0.98,,,,,,,,,,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1000.0,0.0,1000.0,0.0,,1.0,0.0,Australasian,2.0,Mammalia,-999.0,Broad-striped Tube-nosed Fruit Bat,0.98,-999.0,85.26,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.155,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,aello,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,84.26,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3831.0,ABC,Ref_117,0.0,0.0,Ref_1
Nyctimene major,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,major,CHIROPTERA,0.0,0.0,0.0,Nyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Nyctimene major,60.33,,135.015,76.12,,,,,,,,,,,,,,,,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,900.0,0.0,900.0,1.0,,0.0,0.0,Australasian,2.0,Mammalia,-999.0,Island Tube-nosed Fruit Bat,-999.0,-999.0,60.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.5015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Nyctimene,-999.0,major,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,104.15,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3832.0,ABC,Ref_117,0.0,0.0,Ref_1
Otopteropus cartilagonodus,Pteropodidae,0.0,0.0,1.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cartilagonodus,CHIROPTERA,0.0,0.0,0.0,Otopteropus,0.0,0.0,0.0,0.0,1.0,Herbivore,Otopteropus cartilagonodus,16.92,,73.0,47.0,,,,,,0.99,1.5,,,,,,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,2250.0,200.0,2050.0,1.0,,1.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Luzon Fruit Bat,0.99,1.5,16.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Otopteropus,-999.0,cartilagonodus,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,16.75,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3833.0,ABC,Ref_117,0.0,0.0,Ref_1
Paranyctimene raptor,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,raptor,CHIROPTERA,0.0,0.0,0.0,Paranyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Paranyctimene raptor,23.0,0.731,78.835,51.66,,,,,,0.98,2.0,,,,,,,,1.0,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1350.0,0.0,1350.0,0.0,,1.0,0.0,Australasian,2.0,Mammalia,-999.0,Unstriped Tube-nosed Fruit Bat,0.98,2.0,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.8835,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Paranyctimene,-999.0,raptor,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,24.31,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3834.0,ABC,Ref_117,0.0,0.0,Ref_1
Paranyctimene tenax,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,tenax,CHIROPTERA,0.0,0.0,0.0,Paranyctimene,0.0,0.0,0.0,0.0,0.0,Herbivore,Paranyctimene tenax,31.5,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,,,,,,,,,,,,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1350.0,0.0,1350.0,,,,,Australasian,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paranyctimene,,tenax,Chiroptera,Pteropodidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0.0,100.0,24.31,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,0.0,0.0,0.0,1.0,0.0,3835.0,D1,"Ref_2, Ref_3",0.0,0.0,Ref_2
